sents,topics,sentiments
thường xuyên nghỉ không báo trước không báo lên da hoặc báo với sinh viên .,0,0
không có ạ .,3,1
"thầy dạy tốt , lập nhóm cho thuyết trình , tạo được không khí học tập tốt , không nhàm chán .",0,2
chưa làm rõ được ứng dụng vào thực tế của nội dung môn học .,0,0
"đề nghị trường triển khai hệ thống user để quản lý tốc độ cũng như sinh viên nào đang tải phim , soft , vdotv .",2,0
"lịch bù không rõ ràng , không ôn tập , dạy không kịp chương trình , đăng video cho sinh viên xem lại .",0,0
"slide bài giảng chưa được chuẩn hóa , đa phần sao chép nhặt mỗi nơi một ít .",1,0
cho bài tập về nhà để học sinh làm thêm .,0,0
thường xuyên vào lớp muộn và dạy lố giờ .,0,0
thầy giáo vui tính nhiệt tình .,0,2
"rất nhiệt tình , khách quan .",0,2
"bài thi cũng sử dụng nửa tiếng việt nửa tiếng anh với câu hỏi và đáp án khó hiểu , không rõ ràng .",1,0
"thầy wzjwz30 là một giảng viên trẻ , vì vậy thầy rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều .",0,2
"giảng viên dễ thương , hiền lành , gần gũi với sinh viên , thường xuyên trợ giúp sinh viên một cách rất nhiệt tình , giúp sinh viên hiểu bài dễ hơn .",0,2
không nên dạy theo phương pháp như ở bậc phổ thông mà nên chú trọng vào rèn luyện đầy đủ các kỹ năng chính của môn học .,0,0
giáo viên nên bảo đảm giờ lên lớp để sinh viên biết chính xác học ngày nào .,0,0
"ngoài ra , giảng viên còn giúp các học sinh tích cực phát biểu trong tiết học .",0,2
kiến thức chưa vững .,0,0
tăng cường cập nhập kiến thức mới .,1,0
"tiết dạy thầy rất sinh động , không thể tin được , thật là không thể tin nổi , quá là tuyệt vời !",0,2
thầy có các khái niệm thực tế và có kinh nghiệm .,0,2
giảng viên chưa để ý nhiều đến sinh viên .,0,0
"phần hướng dẫn thực hành nên tập trung vào bài tập cần làm , hơn là hướng dẫn các ví dụ khó hiểu và không liên quan ví dụ như cho input và output để sinh viên có thể hình dung ra những công việc cần làm .",1,0
"thầy nên up bài giảng , bài tập lên courses để sinh viên không cần phải đi xin tài liệu ở những lớp khác .",0,0
cần cân bằng giữa lý thuyết và thực hành .,1,0
thầy dạy hay và vui .,0,2
"giảng viên tận tình , sử dụng giờ dạy hợp lý .",0,2
dạy đến khi các bạn hiểu rõ thì hãy tiếp tục .,0,0
thầy thường xuyên theo dõi sinh viên trong quá trình thực hành và giải đáp thắc mắc rất hợp lý .,0,2
thầy giảng tập trung nhiều vào bài tập .,0,2
cần có nhiều thiết bị trực quan hơn .,2,0
"nguyên tắc , phương pháp giảng dạy tốt .",0,2
dạy liên tục không ngừng nghỉ làm sinh viên hơi ngán vì phải tập trung liên tục dẫn đến nhiều sinh viên nản gục mặt xuống bàn ngủ .,0,0
"bài tập nhiều quá , không phù hợp lắm .",1,0
có chỗ thầy dạy quá kỹ nhưng có chỗ thì lại chỉ nói sơ qua .,0,1
có các ví dụ thực tiễn .,1,2
thầy wzjwz198 giảng dạy rất nhiệt tình và đầy đủ .,0,2
thiếu linh kiện .,2,0
"giảng viên dạy dễ tiếp thu , slide dễ hiểu , bài tập mức độ vừa phải , giảng viên giải bài tập rất chi tiết , nhiệt tình .",0,2
hi hi đồ ngốc .,3,2
nội dung môn học rõ ràng .,1,2
"tận dụng tốt website môn học để chia sẻ tài liệu , thảo luận .",1,2
giảng viên chưa truyền đạt được bài học một cách dễ hiểu .,0,0
thầy nói to quá .,0,0
các bài tập wireshark đều là của năm 2007 hết .,1,0
"buổi học buổi không hiệu quả , sinh viên tới trường học mà không thấy giáo viên , nghỉ không thông báo , mà nghỉ mấy nhiểu buổi như vậy , vừa tốn thời gian sinh viên tốn công sức tới trường không thấy giáo viên đâu , ngồi đợi cả buổi không có sinh viên mới bỏ về .",0,0
nên nêu ví dụ cụ thể dễ hiễu hơn .,0,2
"thầy ơi , thầy chép ít lại dùm em .",0,0
thầy nghiêm túc .,0,1
"cô dạy dễ hiểu , dạy kỹ , tận tình , không khí học tập thoải mái .",0,2
giáo viên giảng bài dễ hiểu .,0,2
giảng viên cần có phương pháp giảng dạy tốt hơn .,0,0
"phương pháp giảng dạy hay , có nhiều thông tin thực tiễn .",0,2
em rất hài lòng thầy về mọi mặt .,0,2
"cô dạy dễ hiểu , ít điểm danh tạo cơ hội tự học cho sinh viên colonsmilesmile , rất tận tình giải thích các thắc mắc cho sinh viên .",0,2
lịch học thực hành trùng với lịch học lý thuyết .,1,0
kiến thức xã hội .,1,1
cô có thể nói to hơn một chút được không ạ !,0,0
"cô vui tính học rất thoải mái , truyền cảm hứng .",0,2
thầy giúp cho sinh viên hiểu rõ vấn đề để thực hành đúng .,0,2
sẽ tạo được nhiều hứng thú hơn trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này !,3,0
cô dạy hay và nhiệt tình .,0,2
cô rất nhiệt tình và gần gũi với sinh viên .,0,2
nên có nhiều thiết bị trực quan hơn .,2,0
"giảng viên thực hiện giảng dạy nghiêm túc , dễ hiểu , dễ tiếp thu , có nhiều buổi làm bài tập , sửa bài tập để ôn tập cho các kỳ kiểm tra , nghỉ bù đều có thông báo .",0,2
giảng viên nên cho sinh viên lựa chọn các nền tảng để phát triển game chứ không nhất thiết phải chọn nền tảng directx trên c .,0,0
giảng viên không nhiệt tình .,0,0
"thầy dạy ngắn gọn , súc tích , dễ hiểu .",0,2
cần wifi mạnh ở dãy nhà cũ .,2,0
"cần giảng kỹ hơn chút nhưng cũng đừng quá chậm , giảng viên nên quan niệm sinh viên đã đọc sơ bài ở nhà rồi , nên đi sâu vào những ý mới , đặc thù của từng phần .",0,0
khó tiếp thu !,3,0
thầy vui tính giảng bài dễ hiểu .,0,2
học thì đơn giản mà sao đề khó quá ạ !,1,0
"thầy dạy vui vẻ , nhiệt tình , hòa đồng , dễ hiểu .",0,2
"giảng viên cần thay đổi cách dạy , tích cực hơn thay vì chỉ đọc chép .",0,0
giảng viên dạy có nhiều tiết học khá thú vị và thực tế .,0,2
"đúng giờ , phương pháp tốt .",0,2
"thầy dạy không có hứng , thầy chỉ đọc những gì trên slide và kêu sinh viên chép vào tập .",0,0
"thưa , thầy dạy rất dễ hiểu và tốc độ vừa phải .",0,2
cô nhiệt tình và vui vẻ .,0,2
cung cấp tài liệu đầy đủ .,0,2
chỉ bảo rõ ràng .,1,2
em đi học đầy đủ nhưng không có máy để thực hành .,2,0
"thầy dạy quá khô khan , chỉ ngồi một chỗ đọc slide , không quan tâm sinh viên ở dưới làm gì , slide đôi khi còn mờ ngồi dưới không xem được .",0,0
giảng viên cần có tâm huyết hơn nữa .,0,0
khoảng 1 tiếng từ khi giảng viên cho phép kết nối thì sinh viên mới vào mạng được .,2,0
thầy dạy cũng hay .,0,2
"thầy wzjwz211 rất nhiệt tình , giảng dạy dễ hiểu .",0,2
dạy theo đề cương môn học .,0,1
"thầy hay vắng , trễ .",0,0
em nghĩ môn thực hành nên học liên tục không cách tuần và 1 tuần 3 tiết .,0,0
"thầy dạy nhiệt tình nhưng không đảm bảo giờ lên lớp , thường xuyên có giảng viên dạy thế .",0,0
"thầy dạy dễ hiểu , bài tập vừa sức .",0,2
"cô lắng nghe ý kiến của sinh viên , hướng dẫn nhẹ nhàng , tận tình !",0,2
thỉnh thoảng có một số máy không khởi động được .,2,0
"truyền đạt hay , tận tâm .",0,2
"bài giảng của cô khá hay , có nhiều bài chúng em dễ mắc phải , cô đều chỉ rõ ra cho chúng em .",1,2
"lên lớp đúng giờ , dạy nhiệt tình .",0,2
máy tính không được tốt lắm .,2,0
"cô dạy còn quá nhanh , sinh viên không kịp tiếp thu kiến thức .",0,0
giảng viên thực hành có cũng như không !,0,0
"phương pháp học môn anh văn trên trường tốt với mọi người , nhưng nó xung khắc với phương pháp em đang tự học , nếu duy trì lâu em có biến cố .",1,0
lớp học vui .,0,2
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ .",0,2
cần có thêm nhiều bài tập .,1,0
"thầy diễn đạt khó hiểu , giọng nói khó nghe .",0,0
"nhiệt tình trong việc giảng dạy cho sinh viên , ngoài ra thầy còn tạo nhiều động lực ví dụ cộng điểm quá trình khi giơ tay làm bài tập .",0,2
"giảng viên tận tình , chu đáo .",0,2
không hướng dẫn tận tình cho sinh viên .,0,0
"giảng viên dễ tính , hòa đồng .",0,2
bây giờ vẫn chưa có điểm lớp it003dote21 .,1,0
phương pháp của thầy hay .,0,2
cô dễ tính dạy dễ hiểu nhiệt tình .,0,2
nhẹ nhàng và dễ hiểu .,0,2
"cô rất tận tâm , nhiệt tình với sinh viên .",0,2
"giảng viên giảng dạy nhiệt tình , khi có thắc mắc đều được giải đáp một cách ưng ý nhất .",0,2
chất lượng buổi học tốt .,1,2
thầy dạy lý thuyết kỹ .,0,2
thầy rất tuyệt vời !,0,2
"giáo viên truyền đạt tốt , tạo nhiều cảm hứng cho sinh viên , giúp nâng cao trình độ ngoại ngữ .",0,2
cần cho nhiều bài tập và tăng độ khó .,0,0
"vui tính , trình độ chuyên môn cao và thân thiện .",0,2
"nói chuyện hơi chậm , không gây cảm hứng tốt .",0,0
phương pháp dạy của thầy rất hiệu quả .,0,2
thầy giải đáp thắc mắc nhiệt tình .,0,2
"vui tính , nhiệt tình và quan tâm đến sinh viên .",0,2
khả năng truyền đạt kiến thức kém .,0,0
"cách đánh giá quá trình học tập hợp lý , lắng nghe ý kiến của sinh viên .",0,2
nên nhiệt tình hơn .,0,0
thảo luận với sinh viên qua moodle và facebook .,0,2
cô truyền đạt kiến thức rất hiệu quả .,0,2
"không hào hứng vì giọng thầy trầm , tự tìm hiểu trên mạng rồi viết báo cáo môn học thôi .",0,0
"thầy dạy nhiệt tình , chất lượng đồ án tốt .",0,2
nhưng mong cô giảm tải bớt phần đồ án .,0,0
giáo viên thường xuyên cho nghỉ học .,0,0
"thầy rất tận tâm , quan tâm sinh viên rất nhiều , ngoài giờ trên lớp sinh viên cũng có thể hỏi thầy bất kỳ khi nào , thầy giúp đỡ rất khoa học và nhiệt tình .",0,2
không up slide moodle nên chỉ được đọc tài liệu giấy .,0,0
những môn liên quan đến lập trình em nghĩ nên lấy điểm đồ án làm điểm cuối kỳ .,1,0
"theo bản thân em thấy sinh viên làm đồ án kết thúc môn học đã đủ để đánh giá , không cần thi lý thuyết cuối kỳ , nó thật sự không mang lại hiệu quả .",1,0
"tôi thiết nghĩ cùng tham khảo source code như nhau , mà lại có đứa đậu có đứa rớt mặt dù thầy thừa biết code đó là lấy từ internet về chứ có phải tự code đâu , thiết nghĩ tại sao thầy chỉ hỏi lý thuyết những bạn kia , mà lại căng xi măng chặn từng đoạn code đối với mình .",0,0
giảng viên cần giảng giải chi tiết hơn thay vì để sinh viên thuyết trình .,0,0
thầy giảng dạy dễ hiểu .,0,2
cô dễ chịu !,0,2
dạy sát chương trình .,0,2
cung cấp bài giảng tốt .,0,2
theo em thầy nên sử dụng website môn học để cung cấp tài liệu cho sinh viên .,0,0
ân cần giải đáp thác mắc của sinh viên .,3,2
team 8 người mà có 2 người gánh hết cái trình bày giữa kỳ và cuối kỳ cực khổ lắm luôn thầy .,1,0
thầy dạy kỹ các vấn đề .,0,2
nhất là môn anh văn vì số tiết trong buổi học là 4 nên khá căng thẳng .,1,0
"thầy rất dễ thương , thân thiện .",0,2
thảo mai .,3,2
nên thời gian thực hành được phân công từ tiết 1 đến tiết 3 mỗi tuần là hơi ít .,1,0
"giảng viên rất nhiệt tình , trình bày bài giảng hay , dễ hiểu .",0,2
môn học rất hay .,1,2
"thầy dạy rất hay , dễ hiểu , thân thiện với sinh viên .",0,2
"khác với thầy wzjwz286 dạy lý thuyết , thầy rất nhiệt tình trong việc giảng dạy của mình .",0,2
"thầy dạy rất hay , cho mỗi nhóm lên thuyết trình , hỏi đáp giúp cả lớp hiểu bài .",0,2
"thầy nhiệt tình , truyền đạt kỹ và rõ giúp sinh viên có hứng thú học tập .",0,2
nên giảng kỹ hơn .,0,0
giáo viên truyền đạt tốt .,0,2
"cô dù đang mang bầu nhưng dạy rất nhiệt tình với học sinh , cô thường cho bài tập về nhà làm , cho sinh viên tính tự giác nhưng không tạo nhiều áp lực .",0,2
dạy nhiệt huyết .,0,2
liên hệ kiến thức với chuyện thực tiễn .,1,2
học kỳ 2 cần học riêng theo từng lớp để có được kết quả học tập tốt nhất .,1,0
"thầy dạy tận tâm , giúp đỡ học sinh , phương pháp giảng dạy đạt hiệu quả .",0,2
"thầy giảng bài hay , cuốn hút người nghe .",0,2
